"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"PDGFA",284.795201698419,0.164586154815526,0.0976146133092959,3.36718504457033,0.00075939714150697,0.00301946409230339
"BID",682.884104865331,0.108260078807596,0.0752919019865977,-3.36565810664879,0.000763612911227248,0.00303549475653676
"HERC2P9",233.628627212046,0.422407843916432,0.100137048689348,-3.36538998502209,0.000764355415491856,0.00303771418498968
"DOCK6",717.607982110981,0.16390116501917,0.0807309908042571,3.3632481772367,0.000770310793574611,0.00306064464428477
"RRAS2",748.194196864256,0.22009008646989,0.0797169238075895,3.3623121701235,0.000772926899309792,0.00307029945816869
"TMEM111",1312.40075278655,0.198034022907599,0.0662533796943969,-3.36052178500294,0.00077795395267938,0.00308952432977149
"REEP3",1644.03868158399,0.548676808659759,0.0663137995399499,3.36044458978068,0.000778171382877273,0.00308964386562226
"WDR61",1248.20499625704,-0.109525065397695,0.0633301269057657,-3.35998641938141,0.000779463039740695,0.00309402741623184
"CLNS1A",2326.98370022183,0.38127569542165,0.055735220309252,3.35970028905752,0.000780270696902635,0.00309648811453685
"EYA3",2380.91830416025,0.157893082282084,0.0566829774630219,-3.35953282097016,0.000780743767697757,0.00309762014929976
"MAPKAPK3",1267.36815169948,0.184132385392808,0.0697878659321213,-3.35914863016392,0.000781830052000147,0.00310118399414104
"CDCA8",2444.6447432185,0.0565538322934782,0.0581855491697728,-3.35885885440661,0.000782650309458993,0.00310278273988752
"MAGEF1",1411.71459660026,-0.631686311317745,0.0688651418125294,3.35880688962638,0.000782797488672282,0.00310278273988752
"SLC19A2",914.924693928196,-0.0867425998084961,0.0725514791797838,3.35887020328046,0.000782618169599659,0.00310278273988752
"MADD",1796.81577321013,0.149475557518996,0.0573126943841735,-3.35838171863655,0.000784002660668191,0.00310681304238358
"RFWD3",3197.11993099741,-0.0059721815300112,0.0551966403079745,-3.35816576868742,0.000784615442727528,0.00310849447439469
"COX17",323.155768675746,-0.290819209699349,0.0934958090449002,-3.3579761965013,0.000785153741347034,0.00310988008070044
"ERMAP",240.20674256616,-0.0101525024378991,0.102983069616852,-3.35761452425001,0.000786181676702044,0.00311320393609767
"ARNTL2",971.49254993495,-0.155548343772685,0.0691608139764494,-3.35709302703657,0.000787666061646159,0.00311833325845658
"ZFYVE1",703.997883416173,0.181470158468235,0.0754203234427923,3.35605843793535,0.000790618609286321,0.00312927111182128
"DEAF1",2007.07153588716,0.00959208903888834,0.066641151824051,-3.35554886818042,0.00079207661044944,0.00313353790744606
"MYLK",505.445676760593,-0.275858053718495,0.0835387208507412,3.3555547766055,0.0007920596907393,0.00313353790744606
"FKBP9",943.697641034097,0.0986958456213326,0.0747086451763802,3.35503523860195,0.000793548752797589,0.00313860901196418
"CCT6A",8101.29101860064,0.1412662774879,0.0538166619921389,-3.35413171188459,0.000796144565195693,0.00314812090955947
"LOC645676",182.408288250874,-0.167421393862362,0.113375756458932,3.35339960975954,0.000798253655758483,0.00315570410940188
"RAP2B",1303.24145337127,0.36638087763008,0.0648356458226281,3.35135953654605,0.000804158227939584,0.0031782846042194
"HLA-A",1526.476232095,0.543571106742906,0.0605082593976817,3.35091460929946,0.000805451350223315,0.00318263275496721
"AHSA2",1591.82601850036,-0.285029824106814,0.0639280531706562,3.34966183673669,0.000809102741079811,0.00319629497212678
"SNX8",523.118743799184,-0.0219678417664624,0.088705752848936,-3.34924296806261,0.000810327018082502,0.00320036482500831
"ADAMTS9",330.15662722054,0.174842405031657,0.0927013552080313,3.34845973931827,0.000812620866653384,0.00320788797360322
"SLC29A4",380.990803488472,-0.110934130989663,0.0922304625461328,3.348523438337,0.00081243408596752,0.00320788797360322
"CTNNBL1",1043.71160741067,0.0756138214948622,0.0690741364317298,-3.34779463725472,0.000814573485576455,0.00321482663259451
"NOD2",11.2072056806874,-0.228696627614655,0.101906238198505,3.3475194152326,0.000815382760184622,0.00321725068510167
"ATP13A1",1923.63539950624,0.374817408460113,0.0630088815706373,-3.34724268982701,0.000816197207467327,0.00321969398296069
"POLN",215.782046859017,-0.305491719961256,0.109586390752668,-3.34701381223814,0.000816871401194306,0.00322158297941121
"FOXN4",99.8580778714316,-0.409166962894652,0.123251886327935,-3.34585968212421,0.000820278945725317,0.0032342483030953
"OTUD4",2226.94928124999,0.27074225961948,0.0703725331581156,3.34517158353379,0.000822316812478265,0.00324150841018261
"ATP9A",1594.95754947012,-0.222737904076999,0.0648413091872328,-3.3430776510814,0.00082854711513959,0.00326528735244857
"GNAQ",519.997928366301,-0.225004563986261,0.080802762072673,-3.34296212007489,0.000828892138422976,0.00326586670783807
"HNRNPL",6707.99801296361,-0.0522891822762998,0.0534532504540599,-3.34217565755666,0.00083124438435202,0.00327435243160207
"APOLD1",291.556726782428,-0.13155433985616,0.0962151656206553,3.34150704092845,0.000833249031138436,0.00328146520309604
"SOBP",705.483494542053,-0.233169889639486,0.0858543023416152,-3.34143561934728,0.000833463432265166,0.00328152599387667
"CORIN",67.440291712213,0.0774423172453514,0.126978239544925,-3.34095972290301,0.000834893337368852,0.00328637131580537
"CENPC1",445.532021202813,0.0937266021096299,0.0921333008840247,3.34062083866606,0.000835912954720031,0.00328959970465222
"CASP3",2061.47641918708,-0.0146110681207546,0.0663274888790279,-3.34044961853716,0.000836428552086916,0.00329005869534212
"DFNA5",236.769188191337,-0.0769111420247261,0.109817095649967,3.34049634790462,0.000836287806083433,0.00329005869534212
"CYBA",717.382248810394,0.0526006052032189,0.0830068188963655,-3.34015560450117,0.000837314608572714,0.00329275866456599
"MANBAL",976.935621891795,-0.0592289591817486,0.0702011278972225,-3.33989935770236,0.000838087557677141,0.00329501265524889
"GRIP2",30.3456568043954,0.119991105888502,0.125490878582985,3.33757110032298,0.000845140958138047,0.00332195181662793
"PPM1M",192.014860673406,-0.329341221260051,0.113216202908405,3.33661383925444,0.00084805689776989,0.0033325798520136
"SLC29A1",2155.04573115418,-0.252244268083121,0.0650102216461603,-3.3365508927773,0.000848248967365129,0.0033325798520136
"PXK",458.182239460441,0.358418869801899,0.0875246661162143,3.33634979335747,0.000848862855615757,0.00333419744645646
"CD70",41.5168180396021,-0.207458348642967,0.127706539761609,3.33591572142551,0.000850189334666519,0.00333861254682259
"ZNF678",1637.33441013279,-0.045440436252346,0.113277129469207,3.33576496322154,0.000850650485785599,0.00333962829375432
"MMS22L",2310.35330313494,-0.111173849374526,0.0592712487642903,-3.33549599694006,0.000851473797292774,0.00334206504967866
"GPAA1",1050.45250403487,-0.044448406487184,0.0753594890610028,3.33462298416716,0.000854151202857647,0.00335177629995983
"DDX42",4968.60612641749,-0.0317387640213664,0.0467924072753131,-3.3343054165824,0.000855127072367073,0.00335480751773314
"AK1",823.574850576029,-0.0482891409386572,0.0924600934389532,-3.33384684226564,0.000856538073227795,0.00335954398139026
"SUZ12",5380.37680446268,0.0422593265511419,0.0599671384454762,-3.33335107706345,0.000858065936447678,0.00336473644551392
"C14orf43",1347.85499501229,0.0352236739427751,0.0653998838578967,-3.33318011713859,0.000858593391334846,0.00336600446952356
"GINS1",2245.11264323275,-0.0294654001899043,0.0599874862909356,-3.33300957034084,0.000859119871181328,0.00336726806924754
"PSAT1",2712.9097997252,-0.267756950204561,0.0555858478307742,3.33282426517831,0.000859692249599996,0.00336871092246442
"USP15",2002.83873543738,0.279658056070889,0.0697172921272965,3.3326677079892,0.000860176105628142,0.00336980629694179
"CLN3",474.198732645506,0.108585660416241,0.0908261502704164,-3.3324427617726,0.000860871767055599,0.00337173071813061
"EIF4B",6339.59108951939,0.0134769236276952,0.0471964412810448,-3.33218243494423,0.00086167749665541,0.00337408522135272
"TXNDC9",713.890879056042,0.348969231579653,0.0854146759088052,3.33180958827099,0.00086283270101913,0.00337780672630157
"NHLRC3",505.07221399149,0.165113680411808,0.0849141755744715,3.33075106551695,0.000866120191156399,0.00338987192993415
"SLC9A9",105.135499246687,-0.210877560325224,0.12226398356143,3.32994065915958,0.000868644943408003,0.00339894686871369
"CRYL1",158.442139891604,-0.0728506035667445,0.115893135756187,3.3298720538275,0.000868858990493313,0.00339897801949863
"VMA21",2949.51069955277,-0.377524504680271,0.0532100249015072,-3.32946728773793,0.000870122847297635,0.00340311503924114
"SELENBP1",368.727986848334,-0.364248547115436,0.0925349491380542,3.32818669250871,0.000874132662045718,0.0034179871965671
"MIR17HG",2108.17262200578,-0.141143992229281,0.0717806509498509,3.32809367644767,0.000874424581395224,0.00341831823203399
"PRPF39",1828.81224065816,0.178831502470046,0.0676882245215371,3.32705836599591,0.000877679881999128,0.00342941821696556
"ZNF330",1451.87864485657,-0.0353555256687409,0.0645532672849388,3.32710664762892,0.000877527821852645,0.00342941821696556
"TSTD2",1348.73379665609,0.0326809105387172,0.0630763179150703,-3.32671899135999,0.00087874941186411,0.00343278400044405
"SPC24",471.290478491735,-0.47237517367131,0.0880790744917263,-3.32662551547082,0.000879044210732701,0.00343312246450732
"RAN",10334.8094877317,0.0957466436954324,0.0530580094137422,-3.32654681390248,0.000879292486292294,0.00343327911373551
"SLCO4C1",229.038327928744,-0.499914338224795,0.111324219509322,3.32647917008862,0.000879505930503438,0.00343329971876762
"C17orf76-AS1",11176.980138781,0.0527998130175028,0.0545254764148868,-3.32581243083462,0.000881612340208771,0.00344070807550006
