"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"LRRN4",5.99661318160308,-0.103161110429831,0.0874503367044785,-0.0900974705995712,0.92820975921569,0.957528368698047
"FGD5",66.2346256375051,-0.138448098222919,0.127270216583361,-0.0896590984874337,0.928558119661367,0.957827823351988
"ACOT8",379.040662172946,-0.0814512577179018,0.0923486902788123,-0.0892969033613406,0.928845954999654,0.957899390054572
"FSIP1",20.5353410750985,-0.0752599675271586,0.119898170277435,0.0892994129131124,0.928843960634608,0.957899390054572
"SNORA47",9.65925931958817,-0.0985041467076528,0.100512368381719,0.0893646975672218,0.928792078446141,0.957899390054572
"TMEM92",13.204031958028,-0.358114183791299,0.107704143831327,0.0892794617976902,0.928859815991194,0.957899390054572
"LOC100129046",5.69174943089394,-0.0595048692305347,0.0870010296787958,-0.0891415398090597,0.928969424785946,0.957930051351789
"TMED7-TICAM2",19.1983908960189,-0.169967898185483,0.117413690874232,0.0890958823657997,0.929005709778201,0.957930051351789
"LOC286189",11.927089360431,-0.0916532415202119,0.104527184214514,-0.0887584553346057,0.929273875164984,0.958146663109283
"AATK-AS1",2.58860044931531,-0.0956595683973482,0.059269140675619,0.0882634492935628,0.929667288778257,0.958492379434881
"LEAP2",32.7273785963858,-0.0316975388036218,0.126777089309194,0.0880496671319844,0.929837200737503,0.958607635439657
"C2orf51",2.96064169209201,0.153315447240274,0.0679415346009687,0.0879131176942404,0.929945730561874,0.958615639320374
"CFL1P1",27.0384269268008,-0.147786810060854,0.124454998626047,-0.0878936299331034,0.929961219587985,0.958615639320374
"PPIAL4G",6.59638307191788,0.0106443304856947,0.0918505794975198,-0.0878205150285731,0.930019332126678,0.958615639320374
"C18orf34",30.2339538494394,-0.168933359273468,0.125115964033462,0.0872303943434297,0.930488380238685,0.95875484242806
"COPA",5566.41125431393,0.121705247726583,0.0499136748401353,-0.08656546485865,0.931016917866997,0.95875484242806
"GFAP",25.338897850627,-0.398409220359368,0.122868975798327,-0.0871521622222897,0.930550563621521,0.95875484242806
"GMCL1",571.151914216369,-0.0683787273203316,0.0819375130271832,0.0865710586010212,0.931012471398635,0.95875484242806
"GPR20",4.94009869223256,-0.102383644093134,0.081079242810435,-0.0868622761647562,0.930780985401727,0.95875484242806
"GRAP",6.80268841243854,-0.0782465352246593,0.0889786363049206,0.0866670391937864,0.93093617671723,0.95875484242806
"H2BFM",13.1860263175352,-0.102414215729118,0.109472107988268,0.0875208912953333,0.930257480294175,0.95875484242806
"KCNN4",4.60333660029628,0.0624135556714566,0.0794533210033627,-0.0868837678985253,0.930763902064254,0.95875484242806
"LOC100134868",5.54448992103556,-0.0826326626728237,0.0801276065942723,-0.0874746479070474,0.930294236211017,0.95875484242806
"MASP2",9.8279967527092,0.218662243844885,0.100947088272884,0.0871323625551982,0.930566301601286,0.95875484242806
"SCAMP2",1164.95714710883,0.301886600762008,0.0732706213027762,-0.0865536016739537,0.931026347925048,0.95875484242806
"SGPP2",284.110833908621,-0.57168276409073,0.100393386854824,-0.0868513563582164,0.93078966534374,0.95875484242806
"SMPDL3B",361.289554392564,0.182474207891175,0.097374664624717,-0.0871802144916275,0.930528266018003,0.95875484242806
"ZNF410",1737.29345405724,0.149520960103064,0.0598106427184252,0.086675183420314,0.930929702925523,0.95875484242806
"ZNF575",8.80517139316375,0.00989841519830871,0.0995346179624177,-0.0865559720100447,0.93102446374161,0.95875484242806
"GPR179",10.371755667456,0.228055329204831,0.103800411538575,0.0864014868340192,0.931147265029668,0.958819494420573
"HMX3",24.0944479966314,-0.255497819636141,0.12237935025813,-0.0859378437285086,0.93151582783049,0.959131198134069
"PHOSPHO2-KLHL23",2.36416789139662,0.0573193911074363,0.0585786156239241,-0.0858743770330422,0.93156628041652,0.959131198134069
"MIR3942",3.43190157731282,-0.0422705789384536,0.067619144279588,-0.0856575261387343,0.931738667208136,0.959248803886629
"CD200R1",17.789793856553,0.178559684908459,0.114154407850098,0.0853995815693545,0.931943725808211,0.959400029321193
"B3GAT2",83.2250766848808,-0.00809255986347445,0.126201267566547,0.0853099542208036,0.932014978060634,0.959413496015106
"ITGA2B",162.845976965649,-0.552794453899833,0.12184744075352,-0.0849314315612424,0.932315903285969,0.959663370960213
"C1orf38",96.7733839470363,-0.466392894461306,0.1234508644365,-0.084458597957915,0.932691819224981,0.959990400304394
"PHACTR2",1896.77218612977,-0.0620860767016435,0.0704432207028719,0.0842911063253361,0.932824983362449,0.960067547619149
"MFSD6",401.863405630318,-0.725310571172774,0.0940309391176958,-0.0841084818875162,0.93297018097141,0.96015706943476
"KCTD15",2063.92818149038,0.0162833282880459,0.0599434639693599,-0.083879533429194,0.933152212162848,0.960284484632299
"ZNF280A",8.35570328876799,-0.167768955318303,0.0964300212666811,0.083732425436883,0.933269175892527,0.960344928749405
"CITED4",106.328801609975,-0.299105834619492,0.123171015849695,-0.0836303654778467,0.933350323339528,0.960368512248976
"RADIL",306.34225393631,-0.126567501903319,0.103979582576965,0.0831996989125841,0.933692752144055,0.960660920842913
"NDST4",70.835735187265,-0.377280803727335,0.126872167568908,-0.0831119438698516,0.93376252887101,0.960672783274254
"TPTE2P6",11.7958089037518,-0.163172776036919,0.105849609491376,-0.0829737911461298,0.933872379371452,0.960725870320194
"SLC7A6OS",296.34240541433,0.115724304755983,0.0947286844892105,-0.0827034623553689,0.934087331745385,0.960887068076881
"ECM1",22.3981184547963,0.0878181720823736,0.122537746445749,0.0824006996979568,0.934328079665201,0.961050276559671
"MADCAM1",7.9002330445117,0.0723822622344632,0.0933564076764196,-0.0823573775784681,0.934362528626346,0.961050276559671
"MORN2",288.674641145464,-0.0837750911949752,0.0963268926925065,-0.0820888461101514,0.934576062703485,0.961209965213805
"FXYD1",6.08101806605665,-0.0278221286672595,0.0848871089441072,0.0817169839606428,0.934871772281596,0.961370921906167
"SLC12A3",2.37099779107468,-0.0309914883831796,0.0591438402384967,-0.0817069215175143,0.934879774191224,0.961370921906167
"TRPM6",28.2557313973297,-0.188453318211451,0.124410002574343,-0.0816721462806101,0.934907428391015,0.961370921906167
"RASSF10",14.8822740108668,-0.233784712040789,0.112199415005476,-0.0814050913913631,0.935119800206732,0.961469413678052
"TMEM47",43.6893614648257,0.38777451706647,0.128107265890874,0.0814155863215676,0.935111454167118,0.961469413678052
"ICAM3",51.9994291491633,0.00661245515867142,0.128408506290986,-0.0813058463906737,0.93519872463877,0.961490622457751
"GTF2H4",757.595733747919,0.0910517412920159,0.0741766489044005,0.080807212367621,0.935595272190473,0.961793558142581
"SNORA57",6.15622208922528,-0.0709689495142189,0.0879707494489819,-0.0807886845379148,0.935610007084192,0.961793558142581
"BCO2",46.3225707304819,-0.35934248213628,0.12747189916202,0.0805255756859015,0.935819255824789,0.96182881450229
"LOC100506071",3.19081932381975,0.0570118453529396,0.069908890978119,-0.080581172135701,0.935775039963788,0.96182881450229
"PACRGL",451.366615342686,0.00126529626776153,0.086941179650811,-0.0806137207297763,0.935749154156223,0.96182881450229
"ZNF160",851.716322300501,0.105910790649909,0.0761634734274084,-0.0799090571341179,0.936309586316658,0.962272807023968
"FAM126A",2044.56851588604,0.117821585563213,0.0628092251892653,0.0795166187545558,0.936621713612116,0.962293772042898
"GTF2A2",986.743633909594,-0.0119740958345176,0.0687703885886193,-0.0796575881197416,0.936509591990255,0.962293772042898
"HLA-DPB1",196.799891258972,-0.378608454095701,0.10804947449068,-0.0796085413103508,0.93654860179704,0.962293772042898
"NLRC3",2.4554623329008,-0.0454951286917377,0.0618945410069455,0.0795727732301712,0.936577050347008,0.962293772042898
"RBL1",1180.80683102174,0.0643275938294908,0.0664209451161479,-0.07955348873631,0.936592388522448,0.962293772042898
"ADAMTSL1",12.1983685577761,-0.273183587790621,0.102661431872409,0.0789231569907605,0.93709374407546,0.962718769218672
"LRRIQ4",5.63429622254122,-0.12516644711662,0.0857245030386843,0.0784455812824189,0.937473616595095,0.96304904132687
"MESDC2",1674.46218232674,-0.0502546604465896,0.0604302834154596,0.0782861383822271,0.937600443589365,0.963119339568971
"DLX6-AS1",80.6384996223738,0.083543050570381,0.127408167268167,0.0781340290581884,0.937721438651651,0.963183638766998
"ADRA2A",7.93888276644474,-0.0184007498150191,0.0971348133809691,-0.0780387748163997,0.937797209183118,0.963201480324895
"SFXN3",788.831180719599,-0.628029303690401,0.0877094670627528,0.0777028908586967,0.938064394488604,0.963415907484933
"C7orf55",260.083143025966,-0.161656673797967,0.0995145843674768,0.077036076206032,0.938594845566893,0.963895865000436
"CCDC73",7.43058028242552,-0.105983113300801,0.0931372033018168,0.0769684952313932,0.93864860775917,0.963895865000436
"LIAS",401.017672646437,0.243795955537245,0.086495620366403,-0.0767089955996272,0.938855048175866,0.964023192919153
"MOB4",14.3167027084019,0.0063358908559008,0.108404867309372,0.0766656876313035,0.938889501477011,0.964023192919153
"EAPP",964.294879839259,0.104223339408234,0.0729647201261128,0.0765208406089894,0.939004734175543,0.964081491581003
"PCDHGB1",13.2808247313781,-0.0357426415616614,0.108793702318827,-0.0761913714968433,0.939266847284284,0.964290576549
"MYL5",99.0216445409025,0.0529387314886837,0.122673624739998,-0.0759702772826463,0.939442745132499,0.96441112881055
"MZT1",5298.29080820062,-0.301346294332796,0.0746103712154745,0.0757613510602304,0.939608965100816,0.964413641890537
"WDR16",2.30652300922631,0.017989286692769,0.0609043580995594,0.0757467074856968,0.939620615505914,0.964413641890537
"WDR89",714.909573636465,-0.0153541877617499,0.0764963493797498,0.0758419013373971,0.939544879656886,0.964413641890537
"DGAT2",102.975007250333,0.0451655328405056,0.121915610997519,0.07552751732426,0.939795004400059,0.964473154596138
"KCNE2",4.49130844625251,0.0580822955897574,0.078004182251453,0.0755268268865635,0.939795553720641,0.964473154596138
"METTL11A",1039.82298367989,-0.0439732092528472,0.0735153655304145,-0.0753110362546564,0.939967240759633,0.964589329383314
"FAM57B",33.2082650140455,-0.297550423317871,0.126714459113883,-0.0751180335070585,0.940120799698171,0.964639696191097
"NYX",5.8148765461123,-0.213257360596338,0.0858050217147039,0.0751023255201484,0.940133297555065,0.964639696191097
"CHD5",87.3565039696439,0.282541855058762,0.12393420230159,-0.0746749744391615,0.940473319569537,0.964817894837628
"SNORD50A",7.03254206712776,0.0734460481818649,0.0940922244368795,-0.0747728113871608,0.940395474612832,0.964817894837628
"STX12",2130.74414329448,0.00565454708277564,0.0586826822685069,-0.0746634803393276,0.940482465003611,0.964817894837628
"GRIK2",16.6918684993186,-0.0395074614224331,0.114730173465129,-0.0744189496735585,0.940677030952014,0.964957474281103
"BUD13",694.690906902621,0.0483581712262146,0.0742436115842162,0.0738791988331706,0.941106507535299,0.965264763410502
"CDV3",8075.37053604038,0.302223088056444,0.0477661682955471,-0.0738218191965201,0.941152165185489,0.965264763410502
"RDH16",8.73938018279879,-0.118769522562598,0.0983792908404966,0.0739113222256619,0.94108094665945,0.965264763410502
"XCL1",24.9496318314534,-0.0563171065876298,0.122372545934161,0.07312942127367,0.941703129541527,0.965769787061833
"C17orf56",662.654966604775,0.261417968322852,0.0809116270349201,-0.0729767493237072,0.94182461951923,0.965774275660947
"SNX13",1383.548509476,-0.0933290935420747,0.0737068481634744,-0.073031826495196,0.941780791244366,0.965774275660947
"CHST5",7.1350897181053,-0.0778913947494644,0.0924959052227965,-0.0722070694671391,0.942437119240805,0.966031705118353
"LOC100507351",29.0826525498363,0.34067000197417,0.12393736674245,-0.0720922418528941,0.942528500266226,0.966031705118353
"MYBPHL",10.5045002091548,-0.178663166148742,0.100644212155413,-0.0721925847643976,0.942448646278146,0.966031705118353
"PRMT6",1453.66615574963,0.341391920999409,0.0635013097186733,0.0725325506613831,0.942178101998198,0.966031705118353
"SIX2",211.452461661868,-0.00981773478075692,0.104989409237774,0.0720647830860008,0.942550352354389,0.966031705118353
"SNORA10",51.7316856838261,-0.144263246120704,0.128448362360476,0.0720503916626768,0.942561805276757,0.966031705118353
"SP5",58.7411771324061,-0.150703916163556,0.127813698221971,0.0719988599050086,0.942602815162169,0.966031705118353
"SYNJ2BP",1995.96398829131,-0.101930820695298,0.0653681385042874,-0.0723295178636627,0.942339674351338,0.966031705118353
"ZNF37BP",1540.35748829254,-0.119414953148392,0.0707893013454821,0.0724687552593853,0.942228869762572,0.966031705118353
"HIST1H2BE",6.76922878779122,0.234515817056857,0.0919833385580642,0.0717411889821461,0.942807876526471,0.966055602292023
"KIAA1009",485.720435301169,-0.0855833660799356,0.0914100092647069,-0.0715279573279755,0.94297757480745,0.966055602292023
"LOC339894",3.4022015223125,0.144124922146838,0.071266362164485,-0.0717993308899186,0.942761605320326,0.966055602292023
"NUDT8",131.330910017098,-0.133174308197095,0.118088399252459,-0.071564468584208,0.942948517505202,0.966055602292023
"TM9SF4",2562.25992764306,0.205177649564824,0.056386838962426,0.0716331413003503,0.94289386487027,0.966055602292023
"XRCC1",1393.26696713034,0.0414087605722745,0.0647482807187078,0.0718321957019276,0.942735450527991,0.966055602292023
"KCNH1",10.3064945325731,-0.223071653082977,0.101658078017935,0.0712909113166146,0.943166228544269,0.966188857601282
"PDE10A",1237.79482972742,-0.213560039518307,0.0724832026672571,-0.071186830654485,0.943249062440672,0.966213700194646
"C14orf23",8.82725831699032,0.0703651503331015,0.0997332126784904,-0.0710796671630543,0.943334350486582,0.966241053445236
"GPN2",723.944724976001,0.376783767293432,0.0779984121779673,0.070766019656404,0.943583976383169,0.966436721262349
"MAGI1",828.835692716129,-0.266996151500205,0.0711974145251557,-0.070549026862015,0.943756679934757,0.966553584337056
"ABCA11P",195.456075183862,-0.0370952975992753,0.106873728078355,0.0703514665988501,0.943913919525037,0.966652629827408
"MIR3916",11.8910775031758,-0.102160571576068,0.105333952700793,0.0702802408805626,0.943970609106908,0.966652629827408
"ARMCX1",24.1217705670847,-0.265437314579364,0.122927077035117,0.0699425693927789,0.944239370596711,0.966746301475248
"ATG2B",1624.57922247089,0.0365705715866817,0.0635154883560498,-0.0698074816916257,0.944346892178977,0.966746301475248
"CTTNBP2",272.564119810549,0.0384423029490644,0.0977725319297264,0.0697234508666467,0.94441377610921,0.966746301475248
"FBXO16",77.3201724594778,-0.136737174674032,0.126570503655637,0.0697679786524392,0.944378334383831,0.966746301475248
"MAN1B1",946.813605150239,-0.0830278756415427,0.0708929234185803,0.0699376731774671,0.944243267668151,0.966746301475248
"RNF5",5.20851740165229,0.0618097064113315,0.0816091149221328,0.0700084144850587,0.944186962281861,0.966746301475248
"LOC100292680",2.61108989469732,-0.00921660802940188,0.0637518944516845,0.0696367321949571,0.944482799828945,0.966756955103258
"CDK5RAP2",2954.68619256123,0.192668095546897,0.0553345031988038,-0.0694963832941761,0.944594511408175,0.966811299283544
"RRN3P3",94.3457198705438,0.0967840819562124,0.122952218333187,-0.0690511124726668,0.944948934685592,0.967096905212471
"SLC35E3",353.698280611577,0.363439611633452,0.0909999765009273,-0.0689984818982932,0.944990827890874,0.967096905212471
"STOML1",234.290332907083,0.134289108046236,0.101495927311455,-0.0688544731386784,0.945105457638127,0.967154204431695
"COG6",866.407019387878,0.0313254924662143,0.0691595785377674,0.0685915907559005,0.945314712707465,0.967308323407633
"TMEM150B",2.43994210256704,-0.107645999275994,0.0580966773951457,0.0683890090853389,0.945475970825968,0.967413312664104
"C7orf23",602.295487584993,-0.00423799044492457,0.0781111834423169,-0.0681792426338741,0.945642950494646,0.967524142835496
"HECA",2212.41822104545,-0.121621518511129,0.0599979314636696,0.0677769531986182,0.945963190248962,0.967535377390291
"HIST1H2AD",2.52972448811819,0.00407023278489059,0.0621396678221159,-0.0679938764169842,0.945790508916133,0.967535377390291
"LINC00473",14.9262707837796,0.288478566756556,0.11334198372723,-0.0677761889713911,0.945963798615147,0.967535377390291
"MSC",26.333995687224,-0.0854119227454753,0.124044755232573,-0.0677232872219932,0.946005911343954,0.967535377390291
"RHBG",11.7222881566073,-0.267924197619369,0.106632254932772,-0.0680335064930484,0.945758961741191,0.967535377390291
"SAA2",3.09967319588964,0.0459501147216115,0.0681331876337706,0.0678321080005586,0.94591928412833,0.967535377390291
"METTL18",342.244467340275,0.049529371080506,0.0910446003464614,0.0676229843790616,0.946085758388318,0.967557041799376
"REEP6",209.878232065197,-0.0496922030920207,0.104630836359941,0.0674123750070449,0.946253417769316,0.967668503178902
"MIR762",7.01889018202335,0.106106974737853,0.0886336509658641,0.0672436665207156,0.946387722913643,0.9677458437606
"EPB41L2",3860.63300673248,0.02984058720192,0.0543386409444203,0.0669189909546162,0.946646194330883,0.967950135344034
"PIKFYVE",2290.01145941861,-0.0447362049288605,0.0621810009837562,-0.0666132582113054,0.946889590664743,0.968095994887372
"SNORD93",2.44743048123744,-0.0827337861024601,0.0607891078834119,-0.0665923470715519,0.946906238375255,0.968095994887372
"SCARNA9",12.0223775931531,-0.0419024087652808,0.107530499334673,0.0664545670875331,0.947015927920059,0.968148124910775
"TTI2",374.943710933465,0.0673862388949745,0.0941098517915719,0.0663033783963192,0.947136293574467,0.96821116213733
"ABCC1",1824.13634490054,0.0813387587007679,0.0586347513557011,0.0660994276747309,0.947298666506079,0.968248821083123
"KIAA1161",267.035431267957,-0.19534070715232,0.0986345809523106,0.0659899180648724,0.94738585217796,0.968248821083123
"SYT13",14.5054904120718,-0.297334595604833,0.112263633441732,-0.0660177649796817,0.94736368189969,0.968248821083123
"TMEM218",340.956504047001,0.0460743405673487,0.0935035459563502,0.065962150383176,0.947407959415476,0.968248821083123
"ALKBH2",524.57796941985,-0.0305383371110843,0.0866756111537463,0.0657238732935851,0.947597665363688,0.968382693775532
"KY",7.50662073325864,-0.0439334800599731,0.0925100499958268,0.0655285358515682,0.947753186831897,0.968481617745879
"LOC100306975",41.1669586082704,0.0973586964143944,0.128213001763557,0.0650317445771104,0.948148725224364,0.968825780628551
"JAZF1-AS1",2.66850507680556,-0.0559361418450598,0.0649113303300106,-0.0647371860081107,0.948383254754071,0.969005390946531
"KGFLP2",42.4387733035317,0.0134465061561496,0.128104353240911,0.0645886739227156,0.948501502780481,0.969066176383477
"BEST4",6.93675365077989,0.0405637953963062,0.0927985163717271,-0.0644412050367477,0.948618921314859,0.969126106866078
"CASKIN2",757.106362680684,0.218043352953336,0.0726858153988607,-0.0640577036578564,0.948924280231739,0.969215058316178
"CCDC42B",8.41076676148649,-0.00244462412762836,0.0986070093703561,-0.0641498564557973,0.948850903854617,0.969215058316178
"LOC100507218",3.67216466191018,-0.0232517958563169,0.0704454900839854,0.0636039974882553,0.949285548654383,0.969215058316178
"LOC284100",2.38997079409105,-0.0066548421957734,0.0613902703089091,-0.0635938323420328,0.949293642881194,0.969215058316178
"MLX",1780.29022226655,0.0427119480507334,0.0578788771119486,0.0636336013587273,0.949261975935037,0.969215058316178
"PCGF5",2196.25592425482,0.0484200552145598,0.0656324392627002,0.0636883718513347,0.949218363867977,0.969215058316178
"POLR2J4",170.92647031389,0.00805164184387968,0.121222604452806,0.0638107756720994,0.949120898001661,0.969215058316178
"PPIL6",57.472172438835,-0.167979205695904,0.128115541219393,0.0640726262025302,0.94891239817281,0.969215058316178
"SGK3",3.32799167060017,0.178007183188044,0.0723567589629546,-0.0638384425694291,0.949098867927806,0.969215058316178
"VTA1",3223.63809355168,0.146183479776657,0.0569021098554873,0.0638721678241227,0.949072013872331,0.969215058316178
"WDR17",546.726439824154,0.0932669825132962,0.0915947216557968,0.0635176631440111,0.949354294488485,0.969216984153425
"RHCE",21.2104953564113,0.196617036505356,0.119238738559218,-0.0631805385621631,0.949622741791272,0.969431039883848
"ABTB2",678.729042133574,0.313341639246314,0.0780507439225092,0.0628610028602424,0.949877188608628,0.969598807364927
"CCDC89",17.7498602173449,0.000998781627861397,0.115944435204874,0.0628265066517186,0.949904658303674,0.969598807364927
"FGF20",2.36431121282086,0.0421535811745254,0.0613143153938136,0.0620495853101556,0.950523344678012,0.970170278097311
"RXFP1",3.04945738788566,0.21915875192541,0.06928050024572,-0.0617579210379323,0.950755613634319,0.970347297999433
"KIAA0825",25.443480795532,-0.075260517976268,0.122999396246243,0.0615398740942804,0.950929259631797,0.970464468727629
"PGLS",639.894387518515,0.251835459704998,0.0823808925420544,-0.0614122121581849,0.951030926822306,0.970508172013383
"SNAP47",1382.69001367822,0.00709127008717828,0.0688963664480794,-0.0610778673214058,0.951297195554735,0.970719832103213
"GCSH",44.8149574217593,0.242985273784956,0.128093906420746,0.0609282802451003,0.951416326900743,0.970721279280789
"LYNX1",8.90703859943442,0.0171538381094748,0.100314053895939,0.0609543081115006,0.951395598195314,0.970721279280789
"GOLGA6C",4.67674290606904,0.0076572514662352,0.0729295209577934,0.0608518071110124,0.951477230625771,0.970723367852954
"ZNF354C",11.2806933839348,-0.116395391529962,0.104502793212123,0.0607015377692704,0.95159690697867,0.97078541391719
"MAMLD1",127.99515200555,-0.0431081421229138,0.11866232925028,0.060173267410178,0.952017636639802,0.971094494470917
"WASH3P",178.02583675276,0.103689055344545,0.107482151109788,0.060242420684387,0.951962560226086,0.971094494470917
"RNF25",642.541016031739,0.257314952517078,0.0787855770939867,0.0600609579821701,0.952107084816404,0.971125674080207
"HOXB5",149.906296322542,-0.161519362719285,0.11661286177209,-0.0599466155246991,0.952198152807084,0.971145766470078
"SORBS2",281.242607175463,-0.319024714662202,0.0978389317800278,-0.0598883629063781,0.952244548314685,0.971145766470078
"LOC91149",3.84099028037385,-0.0383822996597729,0.0730911815843442,0.0595592858057677,0.952506645991599,0.97135300267974
"ADORA1",67.1515780182662,-0.186669249449885,0.127085436435869,-0.0592055084536749,0.952788422229681,0.971580279945229
"TMEM175",317.484538500772,0.030912252220544,0.0978090037166554,-0.0590815209380568,0.952887177082899,0.971620909528795
"ATXN2L",4816.50646438949,-0.0251471854873138,0.0652339948683727,-0.0589075135764004,0.953025773477891,0.971642089507996
"FOXH1",12.7626006511258,-0.0686505933786182,0.107906329892105,0.0589619960994178,0.95298237814205,0.971642089507996
"CDK20",208.280367251574,-0.269040085115448,0.105689377122054,0.0587870823062835,0.953121697492374,0.971679821779065
"ALOXE3",16.5683908140799,-0.108019014977194,0.114887765833137,0.0585663291924823,0.953297530040734,0.971793622229364
"PGM2L1",922.913624260207,-0.224247634017018,0.0754459708974224,-0.0584989891902805,0.953351167626939,0.971793622229364
"CCDC153",19.799702072635,-0.210250651634558,0.118484571837143,-0.0583035973352073,0.953506802132558,0.971892199961206
"HELT",23.6926828602346,-0.047451652718412,0.120613433750929,0.0580565043772209,0.953703620399396,0.972031097232894
"TSSK6",66.6646460929966,-0.114586981089306,0.126789114748388,0.0579845390870134,0.953760943825861,0.972031097232894
"SERINC5",1043.89394265222,-0.0191631240503602,0.0684878396364472,-0.0578331391545601,0.953881541117232,0.972093935840738
"FZD7",984.973841034739,-0.0368559300819377,0.070089498036039,-0.05706682658706,0.954491961889991,0.97253573407374
"LOC100861402",10.7442950414724,0.0241409596667236,0.103322881832729,0.0570700193764376,0.954489418557584,0.97253573407374
"RFPL4B",5.30762823772695,0.152557239202727,0.0835325566263405,0.0571312507973503,0.954440642533747,0.97253573407374
"CCP110",1639.98344152956,-0.289780868794274,0.0720963188485907,-0.0569844437568391,0.954557587087439,0.972542518151293
"PHTF2",1824.36987353466,0.0586360146630103,0.062389631354471,-0.0568056816009987,0.95469998798555,0.972627518799535
"PHOSPHO1",54.1916933711849,-0.0893498982691213,0.128389852483479,0.0565786660888319,0.954880829311507,0.972715232412054
"SHANK3",783.331950916349,-0.0172286247450201,0.0796636251716291,-0.0565495295148091,0.954904039773454,0.972715232412054
"DLEC1",2.76836871578877,-0.00449337795177729,0.0632011155544329,0.0564621046469966,0.954973683453983,0.972726096912459
"BATF2",26.8168827278717,-0.121773630810934,0.123050073824392,-0.0561050877610817,0.95525809087768,0.97272713639745
"GNRH2",3.74587060508497,0.059368468915279,0.0733654993186239,-0.0561084328728997,0.955255426062287,0.97272713639745
"IFNAR1",1782.9055610311,0.225656913001241,0.0708380414011684,-0.0556464451051162,0.955623463957308,0.97272713639745
"ITPKA",98.304860941684,-0.141968090115099,0.122365721120884,-0.056200284770268,0.9551822543092,0.97272713639745
"LOC219347",48.8269328207361,0.0208151971362816,0.128366000896879,-0.0558647566885485,0.9554495470526,0.97272713639745
"PNLDC1",4.6227358473009,-0.0205963726063388,0.0801268243183946,-0.0562769353502508,0.955121192633624,0.97272713639745
"PPP1R3F",93.9906132584353,0.0820465877008189,0.122576198325074,0.0558624381021155,0.955451394132538,0.97272713639745
"PRUNE2",371.863083940059,-0.46464298330059,0.0923709491974092,0.0557369046616654,0.955551399516673,0.97272713639745
"RHOT2",1218.86434380478,0.195858179932732,0.0743549012903652,0.0557521304757431,0.955539269935384,0.97272713639745
"SELV",2.60931895194274,-0.0463594795228223,0.063094626797465,-0.0560209491221178,0.955325118380045,0.97272713639745
"ZNF510",1043.56968947276,-0.0982301740364675,0.0784961000445492,0.0556740387470097,0.955601481494375,0.97272713639745
"C8orf47",151.13443192506,-0.419200354010667,0.113703683830428,-0.0549201459717013,0.956202081935256,0.973256044023585
"DLGAP4",1073.45300959946,0.0744006538777237,0.0727870215470102,0.0546627920621877,0.956407112652776,0.973287761573291
"FAM196A",8.73088210685764,0.112868912594117,0.0975991017227766,-0.0547757025553047,0.956317157885574,0.973287761573291
"IL1R2",4.5362807985249,-0.0657993574602008,0.0775021806447312,0.0544366034421467,0.956587316746684,0.973287761573291
"MTR",4151.42154589244,-0.158772819832536,0.0569153621582967,0.0544727769607889,0.956558497215812,0.973287761573291
"MYCBPAP",3.87993940011811,0.0942965339499173,0.0742991707351648,-0.054655323862474,0.956413062519434,0.973287761573291
"TGFBR1",1848.40294304782,-0.0604519689891692,0.067360378099164,0.0544626536616926,0.956566562467267,0.973287761573291
"LILRA3",3.42228885026067,0.106840801341856,0.0701021251887688,0.0542099127031096,0.956767923104196,0.973411470961538
"EVPL",4.88566953882825,0.0348449358554701,0.0823524605285945,0.0540991368688951,0.956856179921111,0.97344121486793
"WHAMMP3",129.708941681643,-0.0243795295247887,0.119512930144223,-0.053671678239971,0.957196747757119,0.973727623558759
"SNORD10",45.3087987136642,0.106882793454265,0.128191966681315,0.0533178517675887,0.957478656778354,0.973954328743394
"PPP1R26",1015.64587352183,-0.103657701755793,0.0691935840977108,0.0531273465189342,0.957630442844442,0.974048652101966
"CRKL",6010.11032728287,0.0225394685554387,0.0512694177108665,0.0525745344151905,0.958070907493921,0.974436573587644
"ZNF658",57.1934164136424,0.0917939101045529,0.12797312269344,-0.052059508084695,0.958481277057181,0.974793839952154
"TNIK",1297.56187401417,-0.246144119425151,0.0643515246000767,0.0517473351139423,0.958730019771974,0.974986694789689
"RAB33A",4.24127743092089,0.0323231754674674,0.0771440093651495,0.0515024334555852,0.958925162809615,0.975064901986374
"SPRED3",21.2248834133381,0.0311766993556314,0.121413718302374,0.0515657605972519,0.958874702111347,0.975064901986374
"WNT8A",3.57496093744822,-0.110912903254121,0.0713495922662692,0.0513869116145058,0.959017214013112,0.975098385470578
"C20orf96",421.878960078359,-0.472548221927832,0.0940163672276381,0.0511720383263731,0.959188432826683,0.975212354987701
"NAGLU",697.191482868248,-0.142330685080835,0.0752869309817863,0.0510827416039495,0.959259588241526,0.975224581696819
"GRIK1",2.55730460484511,-0.0808756156587337,0.061805959572993,-0.0509646553303479,0.959353684889821,0.975260128506399
"KIAA1199",13.5294751864945,0.170333295118934,0.109836300440269,-0.0507487596662343,0.959525722083807,0.975374898880014
"GDF3",2.98959334240205,-0.120050056739248,0.0648625181401349,-0.0502987134033899,0.959884349029159,0.975554794149307
"LOC729059",14.9763709116278,0.0410616981392557,0.113270836455032,-0.0502297646988613,0.959939292684721,0.975554794149307
"MRPL42P5",15.3463004384182,-0.0569216669320217,0.113335745105014,0.0503925845080457,0.959809545585734,0.975554794149307
